stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
stop_1131_268705,526-05,"Grota-Roweckiego","05",50.031386666,19.920976666,,,0,,,
stop_1773_318601,478-01,"Grzegorza z Sanoka","01",50.098491666,20.092481944,,,0,,,
stop_1773_318602,478-02,"Grzegorza z Sanoka","02",50.098109166,20.092693611,,,0,,,
stop_1335_299101,468-01,"Hala Sportowa Piaski Wielkie","01",50.002728888,19.986300277,,,0,,,
stop_1335_299102,468-02,"Hala Sportowa Piaski Wielkie","02",50.002710000,19.986198888,,,0,,,
stop_265_36301,808-01,"Hala Targowa","01",50.058641111,19.948959166,,,0,,,
stop_265_36302,808-02,"Hala Targowa","02",50.058707222,19.948949444,,,0,,,
stop_1065_258301,637-01,"Hallera","01",50.003335277,19.995231666,,,0,,,
stop_1065_258303,637-03,"Hallera","03",50.003733611,19.993596111,,,0,,,
stop_524_74101,586-01,"Halszki","01",50.005631111,19.949589166,,,0,,,
stop_524_74102,586-02,"Halszki","02",50.005513611,19.948951666,,,0,,,
stop_524_74103,586-03,"Halszki","03",50.005808611,19.947651388,,,0,,,
stop_1114_264201,231-01,"Hektary","01",50.109511111,20.175328611,,,0,,,
stop_1114_264202,231-02,"Hektary","02",50.109731111,20.175665277,,,0,,,
stop_1689_315701,682-01,"Husarska","01",50.043716666,20.065616388,,,0,,,
stop_1689_315702,682-02,"Husarska","02",50.044549444,20.066250000,,,0,,,
stop_2806_367601,903-01,"Igołomska Zakłady","01",50.074503611,20.132365555,,,0,,,
stop_2806_367602,903-02,"Igołomska Zakłady","02",50.074105000,20.133523611,,,0,,,
stop_29_3801,422-01,"Imbramowska","01",50.087533055,19.948305000,,,0,,,
stop_29_3802,422-02,"Imbramowska","02",50.088293055,19.947266111,,,0,,,
stop_235_31701,320-01,"Instytut Reumatologii","01",50.057719722,19.914256944,,,0,,,
stop_235_31702,320-02,"Instytut Reumatologii","02",50.057731944,19.913707222,,,0,,,
stop_2635_364202,2832-02,"Iwanowice Dworskie Kotryska","02",50.213978055,19.956347777,,,0,,,
stop_2124_335301,2011-01,"Iwanowice Dworskie Pętla","01",50.220532500,19.979605277,,,0,,,
stop_3248_386401,933-01,"Jabłonna","01",50.091736111,19.956319444,,,0,,,
stop_3248_386402,933-02,"Jabłonna","02",50.091790833,19.956359444,,,0,,,
stop_1098_262601,155-01,"Jana Kazimierza","01",50.095106111,20.047241111,,,0,,,
stop_1098_262602,155-02,"Jana Kazimierza","02",50.094923333,20.047062222,,,0,,,
stop_745_106201,761-01,"Janasówka","01",49.999973333,19.817519166,,,0,,,
stop_745_106202,761-02,"Janasówka","02",49.999570555,19.817811388,,,0,,,
stop_364_50601,225-01,"Janówka","01",50.079398055,20.160168611,,,0,,,
stop_364_50602,225-02,"Janówka","02",50.079694444,20.160559166,,,0,,,
stop_3144_382601,2130-01,"Januszowice Młyńska","01",50.149378888,19.893201111,,,0,,,
stop_3144_382602,2130-02,"Januszowice Młyńska","02",50.149670000,19.892818333,,,0,,,
stop_3147_382901,2836-01,"Januszowice Plac Zabaw","01",50.151107222,19.892191111,,,0,,,
stop_3147_382902,2836-02,"Januszowice Plac Zabaw","02",50.151470000,19.891500000,,,0,,,
stop_583_83201,446-01,"Jasnogórska","01",50.098243055,19.890235277,,,0,,,
stop_583_83202,446-02,"Jasnogórska","02",50.098985000,19.890191944,,,0,,,
stop_783_111101,2421-01,"Jaśkowice PKP","01",49.960640000,19.674589166,,,0,,,
stop_783_111102,2421-02,"Jaśkowice PKP","02",49.960771944,19.674016944,,,0,,,
stop_2488_353501,2422-01,"Jaśkowice Remiza","01",49.960055833,19.666809166,,,0,,,
stop_2488_353502,2422-02,"Jaśkowice Remiza","02",49.960060000,19.666019444,,,0,,,
stop_3053_376401,2854-01,"Jerzmanowice Centralna","01",50.218273055,19.756761388,,,0,,,
stop_3053_376402,2854-02,"Jerzmanowice Centralna","02",50.217489166,19.758216944,,,0,,,
stop_3052_376301,2853-01,"Jerzmanowice Lepianka","01",50.209263888,19.772621388,,,0,,,
stop_3052_376302,2853-02,"Jerzmanowice Lepianka","02",50.208359722,19.774207777,,,0,,,
stop_3054_376501,2855-01,"Jerzmanowice Ojcowska","01",50.221859444,19.748425555,,,0,,,
stop_3054_376502,2855-02,"Jerzmanowice Ojcowska","02",50.221115833,19.749940833,,,0,,,
stop_3051_376201,2852-01,"Jerzmanowice Pod Lasem","01",50.201787222,19.784844722,,,0,,,
stop_3051_376202,2852-02,"Jerzmanowice Pod Lasem","02",50.202215277,19.784218333,,,0,,,
stop_1068_258601,653-01,"Jerzmanowskiego","01",50.009710277,20.009245833,,,0,,,
stop_1068_258602,653-02,"Jerzmanowskiego","02",50.010636944,20.008023611,,,0,,,
stop_1893_322801,2295-01,"Jeziorzany Górskie Domy","01",49.981573055,19.766715277,,,0,,,
stop_1893_322802,2295-02,"Jeziorzany Górskie Domy","02",49.981628333,19.766688055,,,0,,,
stop_1256_290401,2034-01,"Jeziorzany Pętla","01",49.987069722,19.778519166,,,0,,,
stop_1256_290402,2034-02,"Jeziorzany Pętla","02",49.986882500,19.778221111,,,0,,,
stop_1255_290301,2033-01,"Jeziorzany Rondo","01",49.994056388,19.775764166,,,0,,,
stop_1255_290302,2033-02,"Jeziorzany Rondo","02",49.994115000,19.776572777,,,0,,,
stop_1255_290303,2033-03,"Jeziorzany Rondo","03",49.993046944,19.776755000,,,0,,,
stop_1905_323401,772-01,"Jędrzejczyka","01",50.014795555,20.042057222,,,0,,,
stop_1905_323402,772-02,"Jędrzejczyka","02",50.014704444,20.041995833,,,0,,,
stop_1094_261701,399-01,"Jordanowska","01",50.095580833,19.914490555,,,0,,,
stop_1094_261702,399-02,"Jordanowska","02",50.094848611,19.914962222,,,0,,,
stop_237_31901,823-01,"Jubilat","01",50.055575000,19.928201111,,,0,,,
stop_237_31902,823-02,"Jubilat","02",50.054922777,19.926918888,,,0,,,
stop_237_31903,823-03,"Jubilat","03",50.056491388,19.927117222,,,0,,,
stop_237_31904,823-04,"Jubilat","04",50.056090555,19.926715000,,,0,,,
stop_3060_377501,126-01,"Jubileuszowa","01",50.101063611,20.069092777,,,0,,,
stop_3060_377502,126-02,"Jubileuszowa","02",50.101385277,20.069577500,,,0,,,
stop_1195_279202,550-02,"Judyma Szkoła","02",50.000858611,19.916795833,,,0,,,
stop_1195_279271,550-71,"Judyma Szkoła","71",50.001244722,19.916896388,,,0,,,
stop_540_75801,564-01,"Judyma","01",50.001448888,19.921791666,,,0,,,
stop_540_75802,564-02,"Judyma","02",50.002401666,19.922612500,,,0,,,
stop_540_75871,564-71,"Judyma","71",50.002068055,19.921210833,,,0,,,
stop_525_74201,581-01,"Jugowicka","01",50.007462500,19.930281388,,,0,,,
stop_525_74202,581-02,"Jugowicka","02",50.007507500,19.930713055,,,0,,,
stop_995_248801,2595-01,"Jurczyce Dom Ludowy","01",49.938548055,19.780590833,,,0,,,
stop_995_248802,2595-02,"Jurczyce Dom Ludowy","02",49.938457500,19.780920833,,,0,,,
stop_997_249001,2597-01,"Jurczyce Podole","01",49.938701944,19.791171944,,,0,,,
stop_997_249002,2597-02,"Jurczyce Podole","02",49.938753333,19.790585833,,,0,,,
stop_996_248901,2596-01,"Jurczyce Szkoła","01",49.938587500,19.786537777,,,0,,,
stop_996_248902,2596-02,"Jurczyce Szkoła","02",49.938804166,19.785931944,,,0,,,
stop_442_62403,645-03,"Kabel","03",50.027431944,19.975967222,,,0,,,
stop_442_62404,645-04,"Kabel","04",50.027471944,19.976231666,,,0,,,
stop_2195_340401,2533-01,"Kamień Remiza","01",50.009336666,19.583922777,,,0,,,
stop_2195_340402,2533-02,"Kamień Remiza","02",50.008573333,19.583788055,,,0,,,
stop_2012_327901,2534-01,"Kamień Szkoła","01",50.014953055,19.586690833,,,0,,,
stop_438_61901,617-01,"Kamieńskiego Wiadukt","01",50.031107500,19.949136666,,,0,,,
stop_438_61902,617-02,"Kamieńskiego Wiadukt","02",50.031956666,19.948416944,,,0,,,
stop_439_62001,618-01,"Kamieńskiego","01",50.028883611,19.956902222,,,0,,,
stop_439_62002,618-02,"Kamieńskiego","02",50.029014444,19.957551944,,,0,,,
stop_1134_269003,291-03,"Kampus UJ","03",50.024642222,19.902507500,,,0,,,
stop_1134_269004,291-04,"Kampus UJ","04",50.023853611,19.901541944,,,0,,,
stop_3433_391403,292-03,"Kampus UP JP II","03",50.020796111,19.898711944,,,0,,,
stop_3433_391404,292-04,"Kampus UP JP II","04",50.020165277,19.897488055,,,0,,,
stop_323_44501,128-01,"Kantorowice","01",50.104222500,20.061821666,,,0,,,
stop_323_44502,128-02,"Kantorowice","02",50.104153055,20.061786111,,,0,,,
stop_323_44504,128-04,"Kantorowice","04",50.104645000,20.061571666,,,0,,,
stop_3065_378001,911-01,"Kantorowicka","01",50.098889444,20.067272222,,,0,,,
stop_412_57603,523-03,"Kapelanka","03",50.045619444,19.922447222,,,0,,,
stop_412_57604,523-04,"Kapelanka","04",50.043208333,19.922647777,,,0,,,
stop_412_57606,523-06,"Kapelanka","06",50.045410555,19.920425833,,,0,,,
stop_1861_320601,2265-01,"Karniowice Górki","01",50.149359444,19.779202222,,,0,,,
stop_1861_320602,2265-02,"Karniowice Górki","02",50.149543333,19.778961111,,,0,,,
stop_1860_320501,2266-01,"Karniowice Pętla","01",50.152357222,19.773897222,,,0,,,
stop_2050_328201,2314-01,"Karniów Szkoła","01",50.131733055,20.171313055,,,0,,,
stop_2050_328202,2314-02,"Karniów Szkoła","02",50.131451666,20.171100833,,,0,,,
stop_503_71702,626-02,"Karpińskiego","02",50.016366388,19.963361944,,,0,,,
stop_3291_387901,2050-01,"Kaszów Krzyżówka do Nowej Wsi Szlacheckiej","01",50.038948055,19.719907500,,,0,,,
stop_3291_387902,2050-02,"Kaszów Krzyżówka do Nowej Wsi Szlacheckiej","02",50.038841944,19.720757500,,,0,,,
stop_215_28501,2047-01,"Kaszów Łysa Góra","01",50.037598055,19.743864722,,,0,,,
stop_215_28502,2047-02,"Kaszów Łysa Góra","02",50.037240555,19.744721944,,,0,,,
stop_2411_348301,2142-01,"Kaszów Na Górce","01",50.036005000,19.716317777,,,0,,,
stop_2411_348302,2142-02,"Kaszów Na Górce","02",50.035928333,19.716027500,,,0,,,
stop_3292_388001,2049-01,"Kaszów Remiza","01",50.039293611,19.725566111,,,0,,,
stop_3292_388081,2049-81,"Kaszów Remiza","81",50.039305555,19.725596944,,,0,,,
stop_2071_330301,2041-01,"Kaszów Szkoła nr 2","01",50.021867500,19.729056666,,,0,,,
stop_2071_330302,2041-02,"Kaszów Szkoła nr 2","02",50.021783055,19.728628888,,,0,,,
stop_214_28401,2048-01,"Kaszów Tyrałówka","01",50.039658888,19.732653333,,,0,,,
stop_214_28402,2048-02,"Kaszów Tyrałówka","02",50.039542500,19.734248333,,,0,,,
stop_2072_330401,2040-01,"Kaszów Wielka Droga","01",50.025128611,19.736271666,,,0,,,
stop_2072_330402,2040-02,"Kaszów Wielka Droga","02",50.025165000,19.736194722,,,0,,,
stop_1238_288601,2042-01,"Kaszów Wyźrał","01",50.015959444,19.719039166,,,0,,,
stop_1238_288602,2042-02,"Kaszów Wyźrał","02",50.015470000,19.718484444,,,0,,,
stop_114_14701,331-01,"Kasztanowa","01",50.065215555,19.865532500,,,0,,,
stop_114_14702,331-02,"Kasztanowa","02",50.065032500,19.866133333,,,0,,,
stop_8_1301,390-01,"Katowicka","01",50.089736388,19.883666388,,,0,,,
stop_8_1302,390-02,"Katowicka","02",50.090727222,19.882128055,,,0,,,
stop_58_8201,349-01,"Kawiory","01",50.068707777,19.913783611,,,0,,,
stop_58_8202,349-02,"Kawiory","02",50.068333055,19.912952500,,,0,,,
stop_58_8204,349-04,"Kawiory","04",50.068746111,19.913941666,,,0,,,
stop_541_75901,565-01,"Kąpielowa","01",49.997064722,19.919557500,,,0,,,
stop_541_75902,565-02,"Kąpielowa","02",49.997408333,19.919953055,,,0,,,
stop_541_75903,565-03,"Kąpielowa","03",49.999010833,19.921529444,,,0,,,
stop_541_75904,565-04,"Kąpielowa","04",49.998809444,19.921665000,,,0,,,
stop_655_94501,728-01,"Kenara","01",49.982011944,19.959854166,,,0,,,
stop_655_94502,728-02,"Kenara","02",49.981981666,19.960069722,,,0,,,
stop_1753_318001,573-01,"Kępa","01",50.055257777,20.065712500,,,0,,,
stop_1753_318002,573-02,"Kępa","02",50.055700555,20.065996388,,,0,,,
stop_3316_389201,739-01,"Kępna","01",50.014650833,19.916642222,,,0,,,
stop_310_42701,185-01,"Klasztor Cystersów","01",50.064178611,20.052210277,,,0,,,
stop_310_42702,185-02,"Klasztor Cystersów","02",50.065289166,20.052043333,,,0,,,
stop_312_42903,189-03,"Klasztorna","03",50.068817222,20.050263888,,,0,,,
stop_312_42904,189-04,"Klasztorna","04",50.068810555,20.051892222,,,0,,,
stop_277_38203,144-03,"Kleeberga","03",50.095602777,20.012915555,,,0,,,
stop_277_38204,144-04,"Kleeberga","04",50.095856111,20.012769444,,,0,,,
stop_277_38205,144-05,"Kleeberga","05",50.096191388,20.014187500,,,0,,,
stop_2212_342301,2168-01,"Kleszczów Centrum","01",50.104901666,19.748825833,,,0,,,
stop_1218_286401,2689-01,"Kleszczów Pod Lipką","01",50.102899166,19.752964444,,,0,,,
stop_1218_286402,2689-02,"Kleszczów Pod Lipką","02",50.103286388,19.752066111,,,0,,,
stop_656_94603,294-03,"Klimeckiego","03",50.048338055,19.968419722,,,0,,,
stop_656_94605,294-05,"Klimeckiego","05",50.049159166,19.967668333,,,0,,,
stop_2430_349802,492-02,"Kliny Poranne","02",49.995392777,19.911614722,,,0,,,
stop_645_93501,298-01,"Kliny Zacisze","01",50.001647222,19.900897777,,,0,,,
stop_645_93502,298-02,"Kliny Zacisze","02",50.001235555,19.900269444,,,0,,,
stop_2077_330901,2787-01,"Kłokoczyn Machaczki","01",49.996204444,19.631747777,,,0,,,
stop_2077_330902,2787-02,"Kłokoczyn Machaczki","02",49.996403333,19.632448055,,,0,,,
stop_2074_330601,2527-01,"Kłokoczyn Szkoła","01",49.995010277,19.639365555,,,0,,,
stop_2074_330602,2527-02,"Kłokoczyn Szkoła","02",49.994995555,19.639677222,,,0,,,
stop_1540_307401,732-01,"Kłuszyńska","01",49.987306111,19.913074166,,,0,,,
stop_1540_307402,732-02,"Kłuszyńska","02",49.987476388,19.913824444,,,0,,,
stop_547_76801,535-01,"Kobierzyn","01",50.007143055,19.891830277,,,0,,,
stop_547_76802,535-02,"Kobierzyn","02",50.007363888,19.891805000,,,0,,,
stop_419_58403,525-03,"Kobierzyńska","03",50.034056666,19.925870555,,,0,,,
stop_419_58404,525-04,"Kobierzyńska","04",50.034149166,19.925489444,,,0,,,
stop_1862_320701,2343-01,"Kobylany Dworska","01",50.148053055,19.753047777,,,0,,,
stop_1862_320702,2343-02,"Kobylany Dworska","02",50.148174444,19.753010555,,,0,,,
stop_1859_320401,2342-01,"Kobylany Kwiatowa","01",50.147956111,19.761311388,,,0,,,
stop_1859_320402,2342-02,"Kobylany Kwiatowa","02",50.146491388,19.762904166,,,0,,,
stop_748_106501,2371-01,"Kobylany Remiza","01",50.148627500,19.758230000,,,0,,,
stop_748_106502,2371-02,"Kobylany Remiza","02",50.148603055,19.758616944,,,0,,,
stop_2458_351801,2108-01,"Kochanów Centrum","01",50.114830277,19.747437222,,,0,,,
stop_2458_351802,2108-02,"Kochanów Centrum","02",50.114857222,19.748541944,,,0,,,
stop_2459_351901,2269-01,"Kochanów Sowiarka","01",50.112653055,19.732371388,,,0,,,
stop_2459_351902,2269-02,"Kochanów Sowiarka","02",50.112916666,19.735295000,,,0,,,
stop_1344_300101,2310-01,"Kocmyrzów Biblioteka","01",50.130663055,20.130103611,,,0,,,
stop_1344_300102,2310-02,"Kocmyrzów Biblioteka","02",50.130398611,20.130112777,,,0,,,
stop_894_125701,2545-01,"Kocmyrzów Krzyżówka","01",50.133505277,20.126239166,,,0,,,
stop_894_125702,2545-02,"Kocmyrzów Krzyżówka","02",50.133575000,20.125917777,,,0,,,
stop_1343_300001,2309-01,"Kocmyrzów Rondo","01",50.133731944,20.114206944,,,0,,,
stop_1343_300002,2309-02,"Kocmyrzów Rondo","02",50.133459444,20.114444444,,,0,,,
stop_1348_300501,2311-01,"Kocmyrzów Sodfiny","01",50.129928333,20.137105555,,,0,,,
stop_1348_300502,2311-02,"Kocmyrzów Sodfiny","02",50.130152222,20.137499722,,,0,,,
stop_2060_329201,2567-01,"Kocmyrzów-Luborzyca Urząd Gminy","01",50.135796388,20.113701944,,,0,,,
stop_2060_329202,2567-02,"Kocmyrzów-Luborzyca Urząd Gminy","02",50.135073888,20.113212777,,,0,,,
stop_818_115801,2474-01,"Kokotów I","01",50.012193055,20.084318055,,,0,,,
stop_818_115802,2474-02,"Kokotów I","02",50.012237500,20.083422777,,,0,,,
stop_821_116201,2475-01,"Kokotów II","01",50.013582500,20.093084166,,,0,,,
stop_821_116202,2475-02,"Kokotów II","02",50.013821388,20.094902222,,,0,,,
stop_3262_387502,938-02,"Kolna Kapliczka","02",50.028801388,19.830184166,,,0,,,
stop_1047_256301,515-01,"Kolna","01",50.024961388,19.834985277,,,0,,,
stop_1047_256302,515-02,"Kolna","02",50.023987222,19.832112222,,,0,,,
stop_1047_256303,515-03,"Kolna","03",50.025316388,19.832631944,,,0,,,
stop_334_45904,107-04,"Kombinat","04",50.079024444,20.064737500,,,0,,,
stop_334_45905,107-05,"Kombinat","05",50.079967777,20.066070000,,,0,,,
stop_334_45909,107-09,"Kombinat","09",50.078566666,20.066445277,,,0,,,
stop_231_31301,300-01,"Komorowskiego","01",50.053624166,19.922374444,,,0,,,
stop_231_31302,300-02,"Komorowskiego","02",50.053326388,19.921786944,,,0,,,
stop_582_83001,742-01,"Komuny Paryskiej","01",50.007234166,19.896398611,,,0,,,
stop_582_83002,742-02,"Komuny Paryskiej","02",50.006795555,19.897117777,,,0,,,
stop_2080_331201,2244-01,"Konary Królowej Polski","01",49.933467777,19.915985555,,,0,,,
stop_2080_331202,2244-02,"Konary Królowej Polski","02",49.933426666,19.916495555,,,0,,,
stop_2136_336401,2230-01,"Konary Pętla","01",49.944217500,19.921189444,,,0,,,
stop_1391_305201,2755-01,"Konary Pod Sosenką","01",49.930632222,19.917523888,,,0,,,
stop_1391_305202,2755-02,"Konary Pod Sosenką","02",49.931025555,19.917898611,,,0,,,
stop_963_134701,2499-01,"Konary Sęk","01",49.935353333,19.926663611,,,0,,,
stop_963_134702,2499-02,"Konary Sęk","02",49.935473333,19.928318611,,,0,,,
stop_240_32601,500-01,"Konopnickiej","01",50.052848888,19.929188055,,,0,,,
stop_240_32602,500-02,"Konopnickiej","02",50.052736111,19.929577777,,,0,,,
stop_115_14801,332-01,"Kopalina","01",50.065789722,19.862022500,,,0,,,
stop_115_14802,332-02,"Kopalina","02",50.065921666,19.860721666,,,0,,,
stop_2536_358101,765-01,"Korepty","01",50.015549722,20.028398611,,,0,,,
stop_2536_358102,765-02,"Korepty","02",50.015940833,20.028221666,,,0,,,
stop_409_57101,556-01,"Korona","01",50.043483611,19.946592222,,,0,,,
stop_409_57103,556-03,"Korona","03",50.044127500,19.946611388,,,0,,,
stop_1315_297001,2460-01,"Korzkiew Botoja","01",50.155895000,19.883523888,,,0,,,
stop_1315_297002,2460-02,"Korzkiew Botoja","02",50.155618333,19.883369444,,,0,,,
stop_1316_297101,2461-01,"Korzkiew Zamek","01",50.161637777,19.881249444,,,0,,,
stop_1316_297102,2461-02,"Korzkiew Zamek","02",50.161792777,19.881062500,,,0,,,
stop_123_15601,337-01,"Kosmowskiej","01",50.061535000,19.831731388,,,0,,,
stop_123_15602,337-02,"Kosmowskiej","02",50.061218611,19.830984444,,,0,,,
stop_496_70601,633-01,"Kosocice","01",49.994316944,19.989237500,,,0,,,
stop_496_70602,633-02,"Kosocice","02",49.994155833,19.989226944,,,0,,,
stop_1067_258501,639-01,"Kosocicka","01",50.004293611,20.010818333,,,0,,,
stop_1067_258502,639-02,"Kosocicka","02",50.004569444,20.011605833,,,0,,,
stop_425_59701,724-01,"Kostrze Kapliczka","01",50.026891111,19.844738055,,,0,,,
stop_425_59702,724-02,"Kostrze Kapliczka","02",50.026923055,19.844624722,,,0,,,
stop_426_59901,513-01,"Kostrze OSP","01",50.028615277,19.852172222,,,0,,,
stop_426_59902,513-02,"Kostrze OSP","02",50.028695555,19.852136388,,,0,,,
stop_431_60501,512-01,"Kostrze Szkoła","01",50.029152777,19.855608888,,,0,,,
stop_431_60502,512-02,"Kostrze Szkoła","02",50.029113888,19.854831111,,,0,,,
stop_428_60101,521-01,"Kostrze","01",50.018918055,19.842980277,,,0,,,
stop_428_60102,521-02,"Kostrze","02",50.018958055,19.842551111,,,0,,,
stop_1043_255901,668-01,"Koszykarska","01",50.052572222,19.989904166,,,0,,,
stop_1043_255902,668-02,"Koszykarska","02",50.052494166,19.988930833,,,0,,,
stop_1043_255903,668-03,"Koszykarska","03",50.051711666,19.990060000,,,0,,,
stop_1116_264471,227-71,"Kościelniki","71",50.089963888,20.175341944,,,0,,,
stop_1116_264472,227-72,"Kościelniki","72",50.090569722,20.175216666,,,0,,,
stop_3157_383604,561-04,"Kościuszkowców","04",50.016098611,19.928577777,,,0,,,
stop_3157_383606,561-06,"Kościuszkowców","06",50.016592500,19.930149722,,,0,,,
stop_1531_306301,409-01,"Kozienicka","01",50.006051111,19.858673055,,,0,,,
stop_1531_306302,409-02,"Kozienicka","02",50.006392222,19.859189166,,,0,,,
stop_1215_286101,2070-01,"Kraków Airport","01",50.071721944,19.800208888,,,0,,,
stop_1215_286102,2070-02,"Kraków Airport","02",50.070890833,19.800160833,,,0,,,
stop_2122_335101,2237-01,"Krasieniec Stary Kopalina","01",50.195965833,19.938775833,,,0,,,
stop_2122_335102,2237-02,"Krasieniec Stary Kopalina","02",50.196180000,19.938615555,,,0,,,
stop_2121_335001,2157-01,"Krasieniec Stary Skrzyżowanie","01",50.191066944,19.941380555,,,0,,,
stop_2121_335002,2157-02,"Krasieniec Stary Skrzyżowanie","02",50.190266666,19.941717222,,,0,,,
stop_2125_335401,2010-01,"Krasieniec Zakupny Kapliczka","01",50.211325833,19.949889166,,,0,,,
stop_2125_335402,2010-02,"Krasieniec Zakupny Kapliczka","02",50.211378333,19.949535833,,,0,,,
stop_2634_364101,2831-01,"Krasieniec Zakupny Kotryska","01",50.213372222,19.955307777,,,0,,,
stop_2130_335901,2159-01,"Krasieniec Zakupny Pod Lipą","01",50.207680555,19.938265833,,,0,,,
stop_2130_335902,2159-02,"Krasieniec Zakupny Pod Lipą","02",50.207475555,19.937848333,,,0,,,
stop_2123_335201,2158-01,"Krasieniec Zakupny Remiza","01",50.200932777,19.939202777,,,0,,,
stop_2123_335202,2158-02,"Krasieniec Zakupny Remiza","02",50.200841944,19.939061388,,,0,,,
stop_1376_99801,878-01,"Krasnowolskiego","01",50.085391944,20.049101944,,,0,,,
stop_1376_99802,878-02,"Krasnowolskiego","02",50.085298888,20.049221944,,,0,,,
stop_44_6201,417-01,"Krowoderskich Zuchów","01",50.088628888,19.925454722,,,0,,,
stop_44_6202,417-02,"Krowoderskich Zuchów","02",50.088924444,19.926238055,,,0,,,
stop_2961_372404,416-04,"Krowodrza Górka P+R","04",50.088569444,19.931230833,,,0,,,
stop_2961_372405,416-05,"Krowodrza Górka P+R","05",50.087975555,19.931943611,,,0,,,
stop_2961_372406,416-06,"Krowodrza Górka P+R","06",50.088385833,19.930765000,,,0,,,
stop_2961_372407,416-07,"Krowodrza Górka P+R","07",50.088982222,19.932581944,,,0,,,
stop_2961_372408,416-08,"Krowodrza Górka P+R","08",50.088896944,19.932261666,,,0,,,
stop_1082_260101,443-01,"Krowodrza Urzędy Skarbowe","01",50.084464444,19.930583333,,,0,,,
stop_1082_260102,443-02,"Krowodrza Urzędy Skarbowe","02",50.084911111,19.930756666,,,0,,,
stop_3290_387801,2035-01,"Kryspinów Rondo","01",50.043720833,19.794368055,,,0,,,
stop_3290_387802,2035-02,"Kryspinów Rondo","02",50.041661388,19.798297777,,,0,,,
stop_3290_387803,2035-03,"Kryspinów Rondo","03",50.043626111,19.798126666,,,0,,,
stop_193_25701,2036-01,"Kryspinów Sanka","01",50.041948055,19.786686388,,,0,,,
stop_193_25702,2036-02,"Kryspinów Sanka","02",50.042425000,19.788869444,,,0,,,
stop_2148_337101,2793-01,"Kryspinów Stopień Wodny","01",50.033359444,19.816230833,,,0,,,
stop_2148_337102,2793-02,"Kryspinów Stopień Wodny","02",50.033295277,19.816288888,,,0,,,
stop_494_70201,729-01,"Krzemieniecka","01",49.983522777,19.995701666,,,0,,,
stop_494_70202,729-02,"Krzemieniecka","02",49.983400277,19.995220833,,,0,,,
stop_1671_313401,880-01,"Krzesławice Młyn","01",50.079914166,20.056924444,,,0,,,
stop_1671_313402,880-02,"Krzesławice Młyn","02",50.080528611,20.056791111,,,0,,,
stop_828_116901,2443-01,"Krzęcin Cmentarz","01",49.943061666,19.745797222,,,0,,,
stop_828_116902,2443-02,"Krzęcin Cmentarz","02",49.943997500,19.745205277,,,0,,,
stop_770_109801,2404-01,"Krzęcin Kapliczka","01",49.945183611,19.733528611,,,0,,,
stop_770_109802,2404-02,"Krzęcin Kapliczka","02",49.945501111,19.732935277,,,0,,,
stop_769_109601,2402-01,"Krzęcin Kościół","01",49.943666111,19.741298333,,,0,,,
stop_769_109602,2402-02,"Krzęcin Kościół","02",49.943720555,19.741390000,,,0,,,
stop_1278_292801,2405-01,"Krzęcin Pętla","01",49.953108333,19.729731111,,,0,,,
stop_1278_292802,2405-02,"Krzęcin Pętla","02",49.952702222,19.729412222,,,0,,,
stop_768_109501,2401-01,"Krzęcin Sklep","01",49.940750277,19.749818888,,,0,,,
stop_768_109502,2401-02,"Krzęcin Sklep","02",49.941212777,19.750146111,,,0,,,
stop_2102_333201,2497-01,"Krzęcin Szczęsna","01",49.948780000,19.730466944,,,0,,,
stop_2102_333202,2497-02,"Krzęcin Szczęsna","02",49.947945277,19.730322222,,,0,,,
stop_771_109901,2403-01,"Krzęcin Szkoła","01",49.943812222,19.738990277,,,0,,,
stop_847_119201,2494-01,"Krzyszkowice Kasztanowa I","01",49.986282777,20.024733888,,,0,,,
stop_847_119202,2494-02,"Krzyszkowice Kasztanowa I","02",49.986508888,20.024233055,,,0,,,
stop_848_119301,2493-01,"Krzyszkowice Kasztanowa II","01",49.990267222,20.024072500,,,0,,,
stop_848_119302,2493-02,"Krzyszkowice Kasztanowa II","02",49.990459444,20.024413055,,,0,,,
stop_889_124801,2541-01,"Krzysztoforzyce Góra","01",50.113812222,20.126887222,,,0,,,
stop_889_124802,2541-02,"Krzysztoforzyce Góra","02",50.113745555,20.126422777,,,0,,,
stop_1895_323001,2543-01,"Krzysztoforzyce Pętla","01",50.115909722,20.138238333,,,0,,,
stop_893_125601,2544-01,"Krzysztoforzyce przy Dworze","01",50.115730000,20.131870000,,,0,,,
stop_893_125602,2544-02,"Krzysztoforzyce przy Dworze","02",50.115670000,20.131544444,,,0,,,
stop_1367_304301,2542-01,"Krzysztoforzyce Sklep","01",50.115530277,20.134886666,,,0,,,
stop_1367_304302,2542-02,"Krzysztoforzyce Sklep","02",50.115203055,20.135383888,,,0,,,
stop_2817_368701,239-01,"Ks. Luzara","01",50.063320833,20.193998333,,,0,,,
stop_2817_368702,239-02,"Ks. Luzara","02",50.062563055,20.194728888,,,0,,,
stop_2805_367401,717-01,"Ks. Łaczka","01",50.010097500,20.030333888,,,0,,,
stop_2805_367402,717-02,"Ks. Łaczka","02",50.010190000,20.027355277,,,0,,,
