stop_name,stop_lat,stop_lon
Masłomiąca Staw,50.160698333,19.999132222
Mazowiecka,50.0782240275,19.917943194
Mała Wieś Skrzyżowanie,49.9987524995,20.102004444000002
Mały Płaszów P+R,50.03992861099999,20.000320277333334
Mehoffera,50.0894451385,19.913183194
Meissnera,50.075802499999995,19.979943749500002
Merkuriusza Polskiego,49.9928812495,19.939519304999997
Miasteczko Studenckie AGH,50.06990354125,19.9049993745
Michałowice Banasiówka,50.1458151385,19.967777361000003
Michałowice Brzozowa,50.150014305,19.957369860500002
Michałowice Centrum,50.1586038885,19.9804151385
Michałowice Dąbrowskich,50.1512255555,19.983745694
Michałowice Gościniec,50.1737642355,19.94396868
Michałowice Górna,50.166717500000004,19.978235554999998
Michałowice Jana Pawła II,50.15470324033333,19.948777222
Michałowice Komora,50.142134258666665,19.970379629333333
Michałowice Kwiaty Polne,50.146829027500004,19.962882499499997
Michałowice Las Michałowski,50.158816666,19.942050833000003
Michałowice Laskowiec,50.172637916,19.961465554999997
Michałowice Lecznica,50.165360832999994,19.968288332500002
Michałowice Michałówka,50.1701952775,19.940289305
Michałowice Na Stoku,50.1684752775,19.9511513885
Michałowice Ośrodek Zdrowia,50.1618137495,19.979527916000002
Michałowice P+R,50.158837222,19.978371666
Michałowice Ujęcie Wody,50.158305833,19.966493472
Michałowice Warszawka,50.171030833,19.975268472
Miechowity,50.083340624499996,19.969977846749998
Miejskie Centrum Opieki,50.009386388,20.003603055
Millana,50.017500972,19.9420188885
Miodowa,50.0535776385,19.948482222
Mistrzejowice,50.095658796,19.994862036666664
Miśnieńska,50.094509861,20.000313472
Mników Granica,50.064438194000005,19.737579583
Mników Pańska Góra,50.063082916,19.720942499499998
Mników Remiza,50.059904165999995,19.7220809715
Mników Skały,50.068845,19.707355
Mników Sklep,50.060290069,19.728327360999998
Mników Zarynnie,50.0662598605,19.718938332500002
Mochnaniec,50.016651804999995,19.881650416
Modlnica Cicha,50.125110833,19.884764165999997
Modlnica Kolonia,50.128314165999996,19.870325833000003
Modlnica Komora,50.137581388499996,19.865010833
Modlnica Kościelna,50.1335376385,19.855596527499998
Modlnica Podchruście,50.1126841665,19.8730501385
Modlnica Skrzyżowanie,50.124603054999994,19.867678333
Modlnica Szkoła,50.1306390275,19.863073749999998
Modlniczka Centrum Logistyczne,50.114315277,19.840868333
Modlniczka Dworska,50.11989129566666,19.854620925333336
Modlniczka Leroy Merlin,50.1062152775,19.850212360500002
Modlniczka Mała,50.10769777733333,19.836629537
Modlniczka Poligon,50.1153324995,19.868093055000003
Modlniczka Trzcie,50.109445416,19.839400833
Modlniczka Willowa,50.1152702775,19.8570254165
Mogilany Cicha,49.937874444,19.893464582500002
Mogilany Cmentarz,49.9448077775,19.8834377775
Mogilany Krótka,49.9332572215,19.906523194000002
Mogilany Ośrodek Zdrowia,49.9421051385,19.8928465275
Mogilany Pętla,49.943972685000006,19.87070583266667
Mogilany Rynek,49.94300648066667,19.885625184666665
Mogilany Wiadukt,49.9365424995,19.8966637495
Morawica Centrum,50.0747679165,19.752192221999998
Morawica Krzyżówka,50.080660740333336,19.749723703333334
Morawica Mostek,50.0827549995,19.738836944
Morawica Rudki,50.0702161105,19.7477309715
Morawica Szkoła,50.0802623605,19.7555397215
Morcinka,50.104072916250004,20.07204194375
Most Kotlarski,50.051057222,19.962198333
Motyla,50.037222083,19.996712222
Mrozowa,50.0842101385,20.072274860500002
Muzeum Armii Krajowej,50.071023333,19.948940833
Muzeum Narodowe,50.059280833,19.925376017999998
Mydlniki Granica Miasta,50.0900783325,19.8373726385
Mydlniki Wapiennik P+R,50.09085,19.840258888
Myślenicka,50.00539564766667,19.944022962666665
Myśliwska,50.045112083,19.9972548605
Myśliwska Szkoła,50.0455887495,19.991330555
Młynka Kalwaryjska,50.113850971999994,19.697316944
Młynka Pętla,50.111924166,19.692382222
Młynówka SKA,50.081297082999995,19.858715138500003
Na Budzyniu,50.1118522215,19.893421805
Na Krępaku,50.045316944,19.860036573666665
Nad Drwiną,50.032305277,20.056891666
Nad Dłubnią,50.089271805,20.039155694
Narama Graniczna Sklep,50.180473333,19.9445338885
Narama Księża,50.185740694,19.9437661105
Narama Remiza,50.180685,19.932645
Narzymskiego,50.0736976385,19.966187083
Natansona,50.098249166,19.9514316665
Nałkowskiej,49.98071120333333,19.873732962333335
Niebieska Autostrada,49.999405971499996,19.9885897215
Niebyła,50.102070416000004,20.061456388499998
Niedźwiedź Felix,50.2234138885,20.0820548605
Niedźwiedź PKP,50.211714443999995,20.085933472
Nielepice Pętla,50.106718888,19.709648055
Nielepice Stadnina,50.1027873605,19.715782777500003
Niepołomice Batorego,50.0405130555,20.222013054999998
Niepołomice Boryczów,50.023166527499995,20.1984302775
Niepołomice Diesla,50.033894722,20.188670833
Niepołomice Dworzec,50.03850166633333,20.216060740333333
Niepołomice Grobla,50.0420298605,20.229323194
Niepołomice Jazy,50.0436451385,20.238653611
Niepołomice Kolejowa,50.044344444000004,20.2122379165
Niepołomice Kościuszki,50.0289340275,20.206100694
Niepołomice Kątek,50.038996527500004,20.1732559715
Niepołomice Pasternik,50.040923888500004,20.166517777000003
Niepołomice Podgrabie,50.03878,20.151063472
Niepołomice Poręby,50.0371612495,20.1804572215
Niepołomice Płaszowska I,50.0309923605,20.1980699995
Niepołomice Rynek,50.0333193055,20.2163801385
Niepołomice Słoneczna,50.0465724995,20.2458047215
Niepołomice Wielicka,50.0192549995,20.191786666
Niepołomice Wodna,50.032902916,20.1928327775
Norymberska,50.02966722166667,19.912941295666666
Nowa Wieś Szlachecka Jesionka,50.0266265275,19.6810045825
Nowa Wieś Szlachecka Kapliczka,50.0339152775,19.7110786105
Nowa Wieś Szlachecka Kościół,50.027305833,19.697535833
Nowa Wieś Szlachecka Pętla,50.025820694000004,19.689947777500002
Nowa Wieś Szlachecka Sklep,50.0308180555,19.7043326385
Nowolipki,50.093159861000004,20.0322552775
Nowosądecka,50.01398638833333,19.965431759
Nowy Bieżanów P+R,50.015104583,20.0233259715
Nowy Bieżanów Południe,50.0126825,20.015480555
Nowy Kleparz,50.074394691,19.935890277333336
Nowy Prokocim,50.015965972000004,20.0116498605
Nowy Świat,50.055509166,19.929922222
Nullo,50.060148611,19.967310416
Obserwatorium,50.053686666000004,19.8270526385
Ochmanów Oknoplast,50.0028477775,20.125817777
Ochodza Dom Ludowy,49.967161805,19.742038471500003
Ochodza Dwór,49.964800555,19.743298333
Ochodza Odwiśle,49.977829722,19.750303611
Ochodza Staw,49.9702541665,19.746460416
Ochojno Dąbrówki,49.959390833,19.963369722
Ochojno Kamieniec,49.957272083,19.9712690275
Ochojno Remiza,49.954161944,19.973713333
Ochojno Skrzyżowanie,49.952854999500005,19.974195694000002
Ofiar Dąbia,50.059457222,19.975987777333334
Ogród Doświadczeń,50.065434027,19.9961149995
Ojcowska,50.100882083,19.884142083
Ojcowska Dworek,50.094437083,19.882401527
Ojcowska Wągroda,50.097462777000004,19.883311666
Ojców Zamek,50.212819166,19.831271111
Ojców Złota Góra,50.2150615275,19.815274861
Oleandry,50.059878333,19.920238888
Olsza II,50.0852321525,19.9706993745
Olszanica Bory,50.0619527775,19.805515694
Olszanica Kapliczka,50.068139305,19.828310555
Olszanica Ogródki Działkowe,50.0642726385,19.818299443999997
Opatkowice,49.9871638885,19.9145113885
Opatkowice Wiadukt,49.994691805,19.918407082999998
Opatkowice Zadworze,49.985027221500005,19.919480555
Opolska Estakada,50.0859432635,19.954555971749997
Opolska Kładka,50.091375416000005,19.926488194
Orkana,50.073245,20.050270277
Orszy-Broniewskiego,50.006100416,19.8644129165
Orłowskiego,50.1079876385,20.107339582999998
Os. Akademickie PK,50.0874472215,19.994611944
Os. Gotyk,50.09986,19.964403888
Os. Górali,50.0811459715,20.040883194000003
Os. Jagiellońskie,50.087849444,20.0276727775
Os. Kalinowe,50.091441943999996,20.010210833000002
Os. Kliny,50.000541388,19.912616944
Os. Kolorowe,50.072266944000006,20.029194583
Os. Kościuszkowskie,50.0827115275,20.0166413885
Os. Kurdwanów,50.004407777,19.960347222
Os. Marszowiec,50.118657083,19.9415268055
Os. Mistrzejowice Nowe,50.095034444,20.0210737495
Os. Na Lotnisku,50.08613222166667,20.013619351
Os. Na Skarpie,50.06925416633334,20.046117129333336
Os. Na Stoku,50.097822222,20.050161111
Os. Na Stoku Szkoła,50.09376712899999,20.056060740333333
Os. Oświecenia,50.08921824033333,19.988279073666664
Os. Piastów,50.1014504165,20.012791944
Os. Pod Fortem,49.998623611,19.897229444
Os. Podwawelskie,50.046398611,19.932711111
Os. Przewóz,50.0430426385,19.993112222
Os. Robotnicze,50.045847499999994,19.9092888885
Os. Strusia,50.086594444,20.009363333
Os. Wandy,50.069391388,20.04866
Os. Willowe,50.072500277,20.053574583
Os. Zgody,50.076796527,20.031041805
Os. Zielone,50.0792451385,20.0456795825
Os. Złotego Wieku,50.093955416,20.004397916
Ostafina,50.1049576385,20.171370416000002
Owcy-Orwicza,50.059711666,19.894475833
Owczary Długa,50.177422221499995,19.908362083
Owczary Pętla,50.174306111,19.913244166
PB,50.091036111,20.0317
PCK,50.084140416,20.0544338885
PP,50.036052777,20.01145
PW,50.02413,19.9591
Pachońskiego P+R,50.094798333,19.928888402250003
Panieńskich Skał,50.068563055,19.8641536105
Papierni Prądnickich,50.102214444,19.9575824995
"Park ""Skały Twardowskiego""",50.038029166,19.8987776385
Park Decjusza,50.0670088885,19.869608055
Park Jordana,50.060298888,19.917497222
Park Wodny,50.0901301385,19.982296666
Park Zdrojowy,49.992991665999995,19.935563333
Pasternik,50.098077222,19.8685643055
Petrażyckiego,49.981771110500006,19.8788051385
Petrażyckiego Osiedle,49.984292361,19.895854583000002
Petőfiego,50.094164027,20.0354463885
Piaski Nowe,50.015312916,19.970917916
Piaski Wielkie,50.00603324,19.982343425333333
Piasta Kołodzieja,50.0982776385,20.0131995825
Piastowska,50.058453703333335,19.899077036666668
Piastów SKA,50.106766666333336,20.011830462666666
Piaszczysta,50.096611666,19.931558611
Piekary Borki,50.0284726385,19.786699166
Piekary Centrum,50.023466944333336,19.795687962333332
Piekary Dół,50.031260833000005,19.7807466665
Piekary Górne,50.0182061105,19.7875673605
Piekary Korea,50.029064305,19.801038055
Piekary Na Brzegu,50.0295462495,19.807105416
Piekary Pałac,50.020505833,19.7936240275
Piekary Sklep,50.026173194,19.797429721500002
Pielgrzymowice Granica,50.153509444,20.0395968055
Pielgrzymowice Pętla,50.144086388,20.051163055
Pielgrzymowice Wierzbowa,50.1509523605,20.047594305
Pielęgniarek,50.083466111,19.936758888
Pilotów,50.078348749499995,19.970881110500002
Pisary Akacjowa,50.125650416,19.696729583
Pisary Dwór,50.1296495825,19.690764166
Pisary Dąbrówki,50.1442197215,19.6935011105
Pisary Kasztanowa,50.1413351385,19.6933398605
Pisary Mleczna,50.1246937495,19.7021754165
Pisary Spacerowa,50.135175833,19.6929537495
Plac Bohaterów Getta,50.046631666500005,19.955048055
Plac Centralny im. R.Reagana,50.0721251385,20.037320416249997
Plac Inwalidów,50.0691020552,19.9264636108
Plac Wolnica,50.048052638499996,19.9434212495
Plac Wszystkich Świętych,50.059123471999996,19.9378672215
Pleszów,50.072991666,20.117664166
Poczta Główna,50.05948324033333,19.942350555
Pod Lipą,49.975343611,19.986589444
Podgaje,49.9859862495,19.9023561105
Podgórki Tynieckie,50.006390833,19.844414166
Podgórze SKA,50.0420072772,19.9620576106
Podstawie,50.068492638500004,20.167038611000002
Podstolice Centrum,49.958451111,19.997687222
Podstolice Zamłynie,49.964904444,19.999721387999998
Podwierzbie,50.047624722,20.05997
Podłęże Balachówka,50.0107876385,20.1517840275
Podłęże Centrum,50.014250694,20.171019166
Podłęże Przedszkole,50.013493611,20.161748888
Podłęże Remiza,50.013410833,20.1643675
Polana Żywiecka,50.011096110500006,19.909148332999997
Polanka Hallera Centrum,49.933021666,19.768049166
Polanka Hallera Dwór,49.937293472,19.76618979125
Polanka Hallera Skrzyżowanie,49.93364138866667,19.752035092
Polanowice Boisko,50.198050138499994,20.0913436105
Polanowice Kolonia,50.1932841665,20.091661666
Politechnika,50.0711298605,19.94463409675
Poronińska,49.9869572215,19.917522083
Powstańców,50.0931998605,19.963961388
Powstańców Garaże,50.095107083,19.9679066665
Powstańców Magazyny,50.106208610500005,20.001599444
Poziomkowa,50.103885971500006,19.9071611105
Połomskiego,50.0191290275,19.944933749500002
Praska,50.0497398605,19.9205327775
Prokocim Szpital,50.0145374995,19.999347222
Prokocim UJ,50.010114027499995,19.992684166
Promienistych,50.088450832999996,19.9676563885
Prusy Kościół,50.118670694,20.091645833
Prusy Rondo,50.1103263885,20.081652916
Prusy Szkoła,50.1139548605,20.085249165999997
Pruszyńskiego,50.013742360500004,20.0487788885
Przebieczany Gdowska,49.973718194,20.109824582999998
Przeginia Dom Ludowy,50.2356074995,19.701003333000003
Przeginia Duchowna Kościół,50.019078055,19.6530584715
Przeginia Duchowna Remiza,50.0224111105,19.651943055
Przeginia Duchowna Rezerwat,50.034409027500004,19.6455734715
Przeginia Duchowna Szkoła,50.023957222,19.655707777499998
Przeginia Duchowna Zagórze,50.0327775,19.634937222
Przeginia Kościół,50.2376618055,19.686564722
Przeginia Narodowa Bunar,50.0056901385,19.660730833
Przeginia Narodowa Dwór,50.01148791599999,19.657584860500002
Przeginia Ostra Góra,50.230402083,19.7205676385
Przeginia Skotnica,50.2329065275,19.711633194
Przegon,50.0564429165,19.905009305500002
Przegorzały,50.0467940275,19.871032638499997
Przegorzały Obwodnica,50.046132360499996,19.872174583
Przewóz,50.0418298605,20.062304722
Przy Kuźni,50.004004721499996,19.9893855555
Przybyszewskiego,50.070844722000004,19.898361666
Przybysławice Centrum,50.157401805,19.895216666
Przybysławice Na Lipowiec,50.159832083,19.896997361
Przybysławice Na Stoczki,50.163769443999996,19.8992376385
Przylasek Wyciąski,50.0591362495,20.1765147215
Prądnik Biały,50.0962025,19.930309722
Prądnik Biały Zachód,50.101505462333336,19.923573240333337
Prądnik Czerwony P+R,50.09626201325,19.9742067355
Pszenna,50.0202380555,19.956063194000002
Pszona,50.078247777,19.977367499499998
Puszkarska,50.026570972,19.9489104165
Pychowice,50.0367470825,19.894576805
Pytlasińskiego,49.986349027,19.9402343055
Półłanki,50.038519444,20.04275708275
Pędzichów,50.069635694,19.937525555
Pękowice Fort,50.1248224995,19.9012945825
Pękowice Ojcowska,50.128215277,19.897813611
Pękowicka,50.1006766665,19.914780694
Płaszowska,50.0451499995,19.978612638500003
Płaszów Szkoła,50.037215277,19.991839722
Płk. Dąbka,50.036307083,20.006719722
Raciborowice Granica,50.118560415999994,20.0405473605
Raciborowice Wawelska,50.116851804999996,20.0330534715
Raczkiewicza,50.0688086105,19.83741375
Radio Kraków,50.071778194000004,19.9298836105
Radwanowice Krzeszowicka,50.144957777,19.708325277
Radwanowice Pętla,50.1482525,19.709406944
Radzikowskiego,50.083249861,19.9090598605
Radzikowskiego Osiedle,50.086275833,19.894045555
Radziszów Centrum,49.938723194000005,19.809814721499997
Radziszów Cmentarz,49.941273472000006,19.806187082999998
Radziszów Kamionna,49.9467165275,19.811217360500002
Radziszów Leśniczówka,49.9161186105,19.818508194000003
Radziszów Podlesie,49.920801527500004,19.821354166
Radziszów Podlesie Las,49.9119411105,19.821560694
Radziszów Stare Sanatorium,49.909539583,19.827357222
Radziszów Szpital,49.906699444,19.8337462495
Radziszów Włosanka,49.930449304999996,19.8206816665
Radziszów Za Mogiłką,49.938500694,19.800998194
Radziszów Zadworze,49.936324861,19.8157076385
Rajsko,49.986953333,19.96908125
Ratajów Skrzyżowanie,50.229993332999996,20.082018888500002
Rawałowice Góra,50.155771666,20.144834027
Rawałowice Kapliczka,50.166315555,20.155334722
Rawałowice Skrzyżowanie,50.164309166,20.148585971499998
Reduta,50.098610972,19.9745716665
Resztówka,50.0986513885,20.178331944
Reymana,50.061412222,19.910327777
Rodzinna,50.03513125,19.885635555
Rondo 308. Dywizjonu,50.067506944,20.006382360499998
Rondo Barei,50.08901423575,19.973723333
Rondo Czyżyńskie,50.07340645775,20.0176556245
Rondo Grunwaldzkie,50.04875324033333,19.931425462666667
Rondo Grzegórzeckie,50.057703679999996,19.9590524995
Rondo Hipokratesa,50.09037979125,20.0221506245
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.07951659675,20.0274113885
Rondo Matecznego,50.03669423575,19.94061965225
Rondo Mogilskie,50.065881071,19.959473927999998
Rondo Mogilskie Opera,50.065659166,19.957547777
Rondo Młyńskie,50.08027675899999,19.973254073666666
Rondo Ofiar Katynia,50.08743541625,19.891743957750002
Rondo Piastowskie,50.094327082999996,20.011022500000003
Rostworowskiego,50.02788916633333,19.91476499966667
Ruczaj,50.026904027499995,19.905806666
Rudawa 21 Lipca,50.141056944,19.707373055
Rudawa Granica,50.1316002775,19.7344487495
Rudawa Młyn,50.114294305,19.701748333
Rudawa Osiedle,50.1272315275,19.720870832499998
Rudawa PKP,50.1197737495,19.7134834715
Rudawa Rynek,50.1224127775,19.7117205555
Rudawa Stadion,50.114065138499996,19.71131479125
Rudawa Szkoła,50.1232976385,19.706902360999997
Rusocice Granica,50.005061944,19.588131388500003
Rusocice Jałowce,50.002290277499995,19.5910845825
Rusocice Na Brzegu,49.99978,19.601889444
Rusocice Skład,49.994911805499996,19.606335972
Rusocice Wieś,50.0011413885,19.612983611
Rusocice Załęg,49.997914583,19.616673333
Rusocice Łęg,49.995354027,19.618265137999998
Ruszcza,50.086936388,20.146420277
Rybitwy Dom Kultury,50.042756666,20.035419027
Rybitwy Rozjazd,50.046092221500004,20.0440213885
Rybitwy Sklep,50.041545694,20.0285077775
Rybna Dolna,50.039636111,19.634153055
Rybna Droga do Sanki,50.064875693999994,19.658824305499998
Rybna Dół,50.0440165275,19.637590138500002
Rybna Kościół,50.049336759,19.646981203
Rybna Nowy Świat,50.061655972,19.6567487495
Rybna Nowy Świat Góra,50.058950971499996,19.654982777500003
Rybna Ośrodek Zdrowia,50.0379936105,19.643099722000002
Rybna Pawilon,50.041367083,19.643512083
Rybna Szkoła,50.054051527,19.651814861
Rynek Dębnicki,50.051829027500006,19.9268327775
Rynek Fałęcki,50.018150694,19.9240774995
Rzebika,50.040963055000006,19.9917799995
Rzemieślnicza,50.0329311105,19.9385651385
Rzepakowa,50.076119166,20.148128055
Rzepichy,50.0623398605,19.8356487495
Rzeszotary Dworska,49.9435411105,19.9933736105
Rzeszotary Panciawa,49.932176666000004,19.9939216665
Rzeszotary Panciawa Pętla,49.934846388,19.999378055
Rzeszotary Pod Dębiną,49.938424444000006,19.9676965275
Rzeszotary Polanki,49.945236666,19.981068472
Rzeszotary Remiza,49.945704305,19.972998054999998
Rzeszotary Szkoła,49.9381851385,19.973494444
Rzeszotary Tempo,49.941757082500004,19.989726249500002
Rzeszotary Trafo,49.939266110999995,19.983431944
Rzeszotary Zalesie,49.931654860500004,19.9810615275
Rzozów PKP,49.945916388,19.803641804999998
Rzozów Skotnica,49.95309916625,19.799028819
Rzozów Szkoła,49.952625555,19.794413333
Rzozów Zagonnie,49.949182222000005,19.801133472
Rząska Autostrada,50.105492777,19.835856111
Rząska Cmentarz,50.10204601833334,19.861424722
Rząska Jednostka Wojskowa,50.099591944,19.8554043055
Rząska Podkamycze,50.091596666,19.8284561105
Rząska Szkoła,50.0989322215,19.8377024995
Rząska UR,50.096883055,19.8457837495
Różyckiego,50.088156944000005,19.912605833
Rączna Bażanty,50.0112111105,19.775287360500002
Rączna Cracovia Centrum Treningowe,50.003848518000005,19.766470184666666
Rączna Dzikowiec,50.0173461105,19.746065555
Rączna Gołębiec,50.01623222166666,19.775224165999997
Rączna Kapliczka,50.0153846525,19.768937708
Rączna Kościół,50.011044583,19.756724444
Rączna Osiedle,50.001303194,19.755733194
Rączna Podlas,50.0123543055,19.745359166500002
Rączna Remiza,50.008019444,19.767488610999997
Rżąka,50.006238055,20.010988611
Sadowie Wiadukt,50.176432222,20.066466804999997
Salwator,50.052849722,19.91654416625
Sapalskiego,49.9904948605,19.8640108325
Saska,50.0451396106,19.9838582216
Sawiczewskich,49.990304444,19.94595564766667
Sidzina,49.9884365275,19.8721015275
Sieborowice,50.1596168055,20.035895138
Siejówka,50.057219165999996,20.1808188885
Sielanka,50.065287638,19.8774315275
Sieroszewskiego,50.066102082499995,20.0513337495
Siewna,50.099374907,19.947776203333333
Siewna Wiadukt,50.09619131875,19.94695833275
Skalna,50.0388812495,19.8312899995
Skawina,49.9684975,19.8298025
Skawina 29 Listopada,49.9733486105,19.8345912495
Skawina Ajka,49.971082916,19.8292154165
Skawina Bukowska,49.961809165999995,19.8362413885
Skawina Centrum Sportowe,49.9712086105,19.8255313885
Skawina Cmentarz,49.975504999500004,19.831116944
Skawina Cmentarz Komunalny,49.9676922215,19.8523979165
Skawina Elektrownia,49.972884861,19.803196388499998
Skawina Graniczna,49.9765872215,19.861331805
Skawina Groble,49.966932222,19.819775833
Skawina Koncentraty,49.9728999995,19.814493471749998
Skawina Kopernika,49.966127777,19.850248471500002
Skawina Korabnicka,49.9740852775,19.8461165275
Skawina Korabnicka Szkoła,49.974251388,19.836886666
Skawina Korabniki,49.974780416,19.8584198605
Skawina Mickiewicza Szkoła,49.975651666000005,19.822706805
Skawina Nad Potokiem,49.9542612495,19.8151730555
Skawina Obwodnica,49.991344305,19.8482126385
Skawina Ogrody,49.9685213885,19.843820555
Skawina Os. Radziszowskie,49.959782915999995,19.815465832999998
Skawina Piastowska,49.9874786105,19.808804582999997
Skawina Piłsudskiego,49.972281805,19.7982690275
Skawina Podbory,49.968650833,19.785284351333335
Skawina Podgórki,49.996745694,19.818709583
Skawina Podlipki,49.9880387495,19.843735416
Skawina Popiełuszki,49.974326805000004,19.832040972
Skawina Radziszowska,49.969370555,19.8226863885
Skawina Rynek,49.9752487495,19.8279627775
Skawina Rzepnik,49.9831251385,19.8375324995
Skawina SCK,49.976453888500004,19.8214715275
Skawina Samborek Most,49.988621944,19.811472361
Skawina Starostwo Powiatowe,49.971899861,19.837824722
Skawina Sąd,49.97582675866666,19.817099443666667
Skawina Tyniecka,49.984564444,19.816234027500002
Skawina Tyniecka Osiedle,49.978183472,19.82003625
Skawina Tyniecka Rzepnik,49.991054444,19.8132774995
Skawina Wojska Polskiego,49.9868275,19.814291388
Skawina Wyspiańskiego,49.974670415999995,19.855848333
Skawina Wyspiańskiego Szkoła,49.971633194,19.853504722
Skawina Zachodnia,49.972998333,19.806752777
Skawina Żwirowa,49.985715833,19.8043259715
Skawina Żwirownia,49.982606110999996,19.807435833
Skała Rynek,50.230248611,19.853874722
Skała Rzeplińska,50.2258487495,19.856823611000003
Skała Wieś,50.214100555,19.8658725
Skotniki,50.00679657333333,19.874223795666666
Skotniki Kościół,50.009037222,19.874711111
Skotniki Szkoła,50.01649666633333,19.875999814333333
Skośna,50.0114765275,19.898597222
Skrajna,50.0924198605,19.9176701385
Skrzeszowice OSP Boisko,50.188663472,20.1445901385
Smardzowice Kościelna,50.191951666,19.8606613885
Smardzowice Podgóry,50.189571805,19.8689148605
Smardzowice Remiza,50.191910972,19.8537190275
Smardzowice Wołówka,50.1869662495,19.854504027
Smoleńskiego,49.981552777,19.919683888
Smolki,50.041546526999994,19.9431718055
Soboniowice,49.979547592333326,19.989564259
Sosabowskiego,50.0913893055,19.9313688885
Sołtysowska,50.065741666,20.0108137495
Spadochroniarzy,50.0800591665,19.9811948605
Stachiewicza,50.084893055,19.916344722
Staniątki Wiadukt,50.016096944,20.179012638499998
Stara Wola,50.061886666,19.8710062495
Stare Wiślisko,50.059271666499995,20.050269860500002
Starego Wiarusa,50.10096342533333,19.910193888666665
Starowiślna,50.056814305,19.945520555
Stary Kleparz,50.06638018466666,19.93916499966667
Stawowa,50.094288148,19.892861573666664
Stefana Batorego,50.066798472,19.929142083000002
Stella-Sawickiego,50.074488518,20.004789999333333
Stoczniowców,50.04911097175,19.981936805
Stojałowskiego,50.005148055,19.955393333
Stradom,50.051899097,19.9419077775
Struga,50.0747993328,20.0469843328
Strycharska,50.043328055,19.976586944
Strzelców,50.092928194,19.9752086105
Strzelnica,50.063930833,19.883216805
Sucha,50.024373194,19.942099305
Sucharskiego,50.0180979165,20.0433770825
Sudolska,50.091972777,19.964601666
Sulechów,50.1219680555,20.0966127775
Surzyckiego,50.039156018,20.004385925333334
Sułkowskiego,50.0236399995,19.9689979165
Sułków Zbój,49.999322499499996,20.110831805
Swoszowice Autostrada,50.00083708299999,19.941837638499997
Swoszowice Poczta,49.990590138499996,19.9419479165
Swoszowice SKA,49.999683194,19.9275477775
Swoszowice Szkoła,49.994174305,19.946407082999997
Szczecińska,50.042548333,19.990440694
Szczegów,49.993414722,19.995893055499998
Szczyglice Autostrada,50.0929243055,19.8156361105
Szczyglice Błonie,50.085801573666664,19.809186388333334
Szczyglice Dom Kultury,50.093842361,19.8082572215
Szczyglice Most,50.0879227775,19.818517083
Szczyglice Skała Kmity,50.097704444,19.8049401385
Szczyglice Skrzyżowanie,50.093390092,19.804123055
Szlifierska,50.0724866665,20.1897063885
Szparagowa,50.04380569425,20.045521597
Szpital Jana Pawła II,50.08875657366667,19.938495647666667
Szpital Narutowicza,50.080858472,19.936994583
Szpital Okulistyczny,50.099430833,20.064068888
Szpital Uniwersytecki / Instytut Pediatrii,50.0101091665,20.000481249499998
Szpital Żeromskiego,50.0664688885,20.046750832999997
Szwedzka,50.046703333,19.925421111
Szyce Spacerowa,50.1430059715,19.862392083
Szyce Wesoła,50.150551111,19.8539488885
Szymańskiego,50.075083888500004,20.139347222
Sąspów Cmentarz,50.230253749499994,19.7759052775
Sławka,50.026084583,19.9599149995
Słomiana,50.040724583,19.9243248605
Słomniki Kościuszki,50.2432186105,20.082871249500002
Słomniki Osiedle,50.2453225,20.084509166
Słomniki Rynek,50.240725833,20.080674444
Słomniki Zagłoby,50.2343527775,20.081969583
Słona Woda,50.003545277499995,20.003638610499998
Słoneckiego,50.089521944,19.976867777
TAURON Arena Kraków,50.067482638499996,19.988678333
TAURON Arena Kraków Wieczysta,50.071216295666666,19.983472314333333
TAURON Arena Kraków al. Pokoju,50.06436657366667,19.988930184666668
TR,50.030931111,19.931316388
Taklińskiego,49.986233888499996,19.907630416
Teatr Bagatela,50.063569906999994,19.932868518000003
Teatr Ludowy,50.081647569,20.03310249925
Teatr Słowackiego,50.064498517666664,19.944976666
Teligi,50.016579027000006,20.006471943999998
Tomaszkowice Urząd Gminy Biskupice,49.975978472,20.098770416500003
Tomaszowice Dwór,50.134379444000004,19.841880555000003
Tomaszowice Kolberga,50.1347915275,19.836727916
Tomaszowice Spacerowa,50.134887916,19.831471805
Tomaszowice Zacisze,50.135249443999996,19.848405694
Tondosa,50.0606699995,19.892240833000002
Tonie,50.109643981333335,19.886031018
Tonie Gliniki,50.1171065275,19.893922222
Tonie Kąty,50.1158713885,19.90183055525
Tonie Skrzyżowanie,50.1126097215,19.898524027500002
Tor Kajakowy,50.032568611,19.829195555
Torfowa,50.0184284715,19.9057663885
Trojanowice Krakowska,50.137168333000005,19.912959583000003
Trojanowice Pętla,50.140978055,19.910838611
Trojanowice Strugi,50.1344362495,19.9057998605
Trojanowice Słoneczna,50.1393127775,19.8990137495
Trąbki P+R,49.957295555,20.147004722
Trąbki Pacówki,49.9632913885,20.14204125
Trąbki Remiza,49.9583473605,20.1461943055
Tuchowska,50.013244166,19.966861805
Turowicza,50.01494340225,19.94528777725
Tymiankowa,50.069655277,20.162727916
Tyniec,50.0155151385,19.809110138500003
Tyniec Kamieniołom,50.008375277,19.814477777
Tyniecka Autostrada,50.021815833000005,19.8273466665
UKEN,50.074192986,19.910328402250002
UR Balicka,50.0808977775,19.8653084715
UR al. 29 Listopada,50.082628981,19.952148055333335
